id,status,category,flag,priority
105556,Inactive,7,0,5
105557,Pending,7,1,1
105558,Active,8,1,3
105559,Inactive,6,1,2
105560,Pending,0,1,2
105561,Active,5,0,4
105562,Active,3,1,1
105563,Inactive,0,1,2
105564,Inactive,9,0,1
105565,Inactive,4,0,4
105566,Pending,6,1,4
105567,Inactive,5,1,1
105568,Inactive,4,1,4
105569,Pending,6,1,4
105570,Active,8,1,5
105571,Active,9,0,4
105572,Pending,8,1,2
105573,Active,6,0,2
105574,Inactive,8,0,5
105575,Inactive,5,0,2
105576,Inactive,5,1,2
105577,Active,5,0,1
105578,Pending,1,1,3
105579,Active,2,1,5
105580,Active,4,1,5
105581,Inactive,9,1,3
105582,Pending,0,0,3
105583,Pending,7,1,5
105584,Active,2,1,2
105585,Inactive,9,0,5
105586,Active,4,1,4
105587,Active,9,1,2
105588,Active,5,1,3
105589,Inactive,8,1,5
105590,Active,1,0,1
105591,Active,1,1,5
105592,Active,9,1,2
105593,Inactive,9,0,1
105594,Active,6,0,3
105595,Active,0,1,3
105596,Inactive,4,1,3
105597,Pending,9,1,2
105598,Inactive,7,0,4
105599,Active,1,0,1
105600,Active,1,1,5
105601,Pending,6,0,5
105602,Inactive,6,1,2
105603,Active,9,1,4
105604,Active,1,0,1
105605,Active,6,1,1
105606,Pending,5,1,3
105607,Pending,9,0,1
105608,Inactive,7,0,4
105609,Active,4,1,4
105610,Active,1,0,5
105611,Inactive,8,0,2
105612,Active,6,1,3
105613,Active,9,0,2
105614,Inactive,8,1,1
105615,Active,7,0,2
105616,Inactive,0,1,3
105617,Active,7,1,1
105618,Inactive,9,0,1
105619,Active,7,0,1
105620,Active,3,0,1
105621,Pending,1,1,3
105622,Inactive,8,1,1
105623,Active,2,0,1
105624,Active,4,1,2
105625,Active,7,0,5
105626,Active,9,0,4
105627,Inactive,8,0,5
105628,Inactive,4,0,4
105629,Inactive,3,0,4
105630,Inactive,0,1,2
105631,Inactive,4,1,3
105632,Active,6,0,1
105633,Active,2,0,2
105634,Active,2,1,1
105635,Active,8,0,2
105636,Inactive,2,1,5
105637,Active,2,0,2
105638,Inactive,9,1,5
105639,Inactive,8,0,2
105640,Active,9,1,5
105641,Active,9,1,5
105642,Inactive,9,0,1
105643,Active,2,0,3
105644,Active,0,1,3
105645,Active,0,1,5
105646,Active,2,1,2
105647,Inactive,0,0,1
105648,Active,8,0,2
105649,Active,7,1,3
105650,Pending,6,0,2
105651,Active,0,1,4
105652,Pending,8,1,4
105653,Active,3,0,4
105654,Inactive,8,0,1
105655,Active,6,1,5
105656,Inactive,4,1,1
105657,Inactive,2,0,4
105658,Inactive,6,1,4
105659,Active,7,1,2
105660,Inactive,8,1,5
105661,Inactive,9,1,1
105662,Active,7,1,1
105663,Active,1,1,3
105664,Active,1,1,2
105665,Pending,7,1,1
105666,Active,5,1,2
105667,Inactive,2,1,5
105668,Inactive,6,0,5
105669,Pending,3,1,1
105670,Active,4,1,3
105671,Active,4,1,4
105672,Active,8,1,4
105673,Inactive,6,0,5
105674,Pending,6,0,2
105675,Inactive,3,1,4
105676,Active,3,0,4
105677,Inactive,1,0,1
105678,Inactive,9,0,3
105679,Active,1,1,5
105680,Inactive,6,1,4
105681,Active,9,0,1
105682,Active,3,1,2
105683,Pending,8,0,5
105684,Active,3,0,2
105685,Inactive,9,1,4
105686,Active,1,0,2
105687,Pending,1,0,5
105688,Active,0,0,2
105689,Active,6,1,1
105690,Pending,5,1,5
105691,Pending,9,1,4
105692,Active,7,0,1
105693,Active,4,0,3
105694,Pending,8,0,1
105695,Active,1,0,1
105696,Active,1,1,3
105697,Inactive,7,0,3
105698,Pending,8,1,4
105699,Inactive,0,1,4
105700,Active,0,0,2
105701,Inactive,7,1,4
105702,Active,0,0,4
105703,Pending,5,1,1
105704,Inactive,2,1,1
105705,Inactive,4,1,1
105706,Active,1,1,4
105707,Pending,2,0,1
105708,Inactive,7,1,3
105709,Pending,8,1,5
105710,Active,8,1,3
105711,Pending,0,0,2
105712,Pending,2,0,5
105713,Inactive,1,0,4
105714,Inactive,0,0,2
105715,Inactive,0,1,1
105716,Inactive,7,0,3
105717,Inactive,3,1,5
105718,Inactive,0,0,5
105719,Inactive,3,0,1
105720,Active,5,0,3
105721,Active,3,0,3
105722,Inactive,1,0,4
105723,Active,3,1,3
105724,Inactive,5,1,3
105725,Inactive,1,0,1
105726,Inactive,1,1,4
105727,Active,9,1,3
105728,Inactive,4,1,2
105729,Active,5,0,2
105730,Active,9,1,4
105731,Inactive,5,1,1
105732,Active,8,0,2
105733,Active,5,1,4
105734,Pending,2,1,4
105735,Active,7,0,4
105736,Inactive,4,1,1
105737,Inactive,4,0,5
105738,Pending,6,0,5
105739,Active,4,0,4
105740,Pending,9,0,1
105741,Inactive,1,0,3
105742,Inactive,4,1,3
105743,Active,3,1,3
105744,Inactive,5,1,1
105745,Inactive,8,0,5
105746,Inactive,7,0,3
105747,Active,4,1,3
105748,Inactive,9,1,3
105749,Inactive,3,1,5
105750,Active,2,0,5
105751,Pending,7,1,3
105752,Active,0,0,5
105753,Inactive,5,0,3
105754,Active,2,0,4
105755,Inactive,9,0,3
105756,Pending,5,1,3
105757,Inactive,2,1,5
105758,Active,9,0,5
105759,Active,8,1,5
105760,Active,5,1,5
105761,Active,4,0,2
105762,Active,6,0,2
105763,Active,3,1,4
105764,Active,4,0,5
105765,Active,3,1,2
105766,Inactive,6,1,1
105767,Active,5,0,2
105768,Active,4,1,4
105769,Inactive,9,1,1
105770,Active,3,0,3
105771,Inactive,0,0,2
105772,Active,9,0,4
105773,Active,4,1,2
105774,Pending,3,0,5
105775,Inactive,3,1,4
105776,Inactive,0,1,3
105777,Active,0,1,3
105778,Inactive,4,1,3
105779,Pending,7,1,1
105780,Pending,9,1,1
105781,Inactive,3,0,2
105782,Active,1,1,4
105783,Pending,9,0,1
105784,Active,7,1,5
105785,Inactive,4,0,5
105786,Inactive,2,1,3
105787,Active,0,1,4
105788,Pending,2,0,1
105789,Pending,0,1,2
105790,Active,4,0,3
105791,Inactive,1,0,3
105792,Pending,7,1,2
105793,Pending,5,0,3
105794,Inactive,5,0,4
105795,Active,7,1,1
105796,Active,2,0,2
105797,Pending,6,0,4
105798,Inactive,4,0,2
105799,Inactive,7,1,4
105800,Pending,2,0,2
105801,Pending,6,0,4
105802,Pending,4,0,3
105803,Inactive,3,0,3
105804,Active,9,1,1
105805,Inactive,5,1,1
105806,Active,1,0,5
105807,Pending,8,0,2
105808,Inactive,2,0,5
105809,Active,9,0,1
105810,Inactive,8,0,1
105811,Active,9,0,2
105812,Active,4,0,1
105813,Active,9,1,1
105814,Active,4,1,4
105815,Active,1,1,5
105816,Active,7,0,3
105817,Active,2,1,3
105818,Active,3,0,3
105819,Inactive,1,0,3
105820,Active,1,0,1
105821,Active,3,0,2
105822,Active,6,0,2
105823,Active,5,0,1
105824,Active,3,0,2
105825,Inactive,6,0,3
105826,Active,0,1,5
105827,Active,0,1,5
105828,Active,2,1,5
105829,Pending,3,1,5
105830,Inactive,2,0,2
105831,Active,0,1,3
105832,Active,2,1,4
105833,Pending,0,1,1
105834,Active,6,0,3
105835,Inactive,6,0,5
105836,Pending,0,0,5
105837,Pending,1,0,1
105838,Inactive,0,0,4
105839,Active,9,1,1
105840,Inactive,2,1,2
105841,Active,2,0,3
105842,Inactive,2,1,2
105843,Pending,3,1,5
105844,Active,3,0,2
105845,Inactive,0,1,5
105846,Pending,2,1,4
105847,Active,8,0,1
105848,Pending,5,1,1
105849,Active,4,0,5
105850,Active,6,1,1
105851,Inactive,6,1,3
105852,Active,1,0,3
105853,Inactive,4,0,1
105854,Pending,1,1,2
105855,Inactive,4,0,5
105856,Active,6,0,1
105857,Active,3,1,2
105858,Inactive,1,1,4
105859,Pending,5,1,1
105860,Active,6,1,3
105861,Pending,8,0,5
105862,Active,8,0,5
105863,Active,2,0,4
105864,Active,5,0,5
105865,Active,1,1,1
105866,Active,5,1,1
105867,Active,0,0,4
105868,Active,9,0,5
105869,Active,2,0,4
105870,Active,4,0,4
105871,Inactive,9,1,4
105872,Inactive,6,1,1
105873,Inactive,3,0,4
105874,Active,9,0,5
105875,Active,5,0,3
105876,Pending,2,1,2
105877,Pending,8,1,4
105878,Active,3,1,3
105879,Active,6,1,2
105880,Inactive,2,0,2
105881,Inactive,8,0,2
105882,Active,5,1,2
105883,Inactive,5,1,1
105884,Active,8,0,4
105885,Active,7,0,2
105886,Inactive,0,0,3
105887,Inactive,8,0,2
105888,Active,1,1,2
105889,Active,5,0,5
105890,Active,8,0,4
105891,Inactive,6,0,5
105892,Inactive,6,1,3
105893,Active,2,0,1
105894,Pending,7,1,3
105895,Inactive,2,1,1
105896,Inactive,3,0,3
105897,Active,5,1,3
105898,Active,7,1,2
105899,Active,0,0,5
105900,Pending,5,0,3
105901,Inactive,8,0,1
105902,Active,9,0,3
105903,Inactive,6,0,5
105904,Active,6,1,3
105905,Active,7,0,2
105906,Inactive,8,1,5
105907,Active,1,0,4
105908,Pending,6,1,1
105909,Pending,9,1,2
105910,Pending,5,0,1
105911,Inactive,8,0,1
105912,Active,0,0,1
105913,Active,5,1,5
105914,Active,2,0,2
105915,Active,1,1,2
105916,Pending,0,1,1
105917,Active,3,0,2
105918,Inactive,8,0,3
105919,Pending,5,0,5
105920,Active,5,0,4
105921,Inactive,7,0,4
105922,Inactive,7,0,4
105923,Pending,5,1,5
105924,Pending,7,0,5
105925,Inactive,5,1,5
105926,Active,8,1,1
105927,Inactive,1,1,2
105928,Active,0,0,4
105929,Pending,1,0,4
105930,Pending,6,1,2
105931,Active,3,1,1
105932,Active,1,1,3
105933,Inactive,2,0,5
105934,Pending,3,1,5
105935,Active,4,1,1
105936,Active,3,0,1
105937,Pending,6,0,3
105938,Active,3,1,4
105939,Active,3,0,5
105940,Inactive,6,1,2
105941,Active,6,1,5
105942,Active,8,1,1
105943,Active,6,0,3
105944,Active,2,1,2
105945,Active,9,0,1
105946,Active,4,1,1
105947,Active,1,1,4
105948,Active,5,0,4
105949,Active,4,1,1
105950,Inactive,3,1,3
105951,Pending,3,0,1
105952,Active,5,1,3
105953,Pending,9,1,5
105954,Active,2,1,4
105955,Pending,0,1,1
105956,Inactive,7,1,1
105957,Active,9,1,1
105958,Inactive,7,0,4
105959,Active,3,0,1
105960,Active,9,1,5
105961,Pending,1,0,4
105962,Active,2,0,2
105963,Inactive,0,1,2
105964,Active,1,1,5
105965,Inactive,6,1,4
105966,Inactive,1,1,3
105967,Active,2,1,1
105968,Active,0,0,2
105969,Inactive,2,1,5
105970,Inactive,6,0,1
105971,Pending,5,1,3
105972,Pending,6,1,2
105973,Inactive,2,1,3
105974,Active,4,0,5
105975,Active,8,0,5
105976,Inactive,4,0,3
105977,Active,2,1,1
105978,Inactive,9,1,4
105979,Pending,1,0,2
105980,Inactive,9,0,2
105981,Active,0,0,5
105982,Pending,4,0,2
105983,Inactive,1,0,3
105984,Pending,1,1,2
105985,Inactive,1,0,1
105986,Active,4,1,5
105987,Active,1,1,5
105988,Inactive,7,0,5
105989,Inactive,6,1,5
105990,Active,3,1,5
105991,Active,1,0,3
105992,Inactive,5,1,4
105993,Inactive,7,1,4
105994,Pending,6,0,4
105995,Active,2,1,4
105996,Active,9,1,1
105997,Inactive,4,1,2
105998,Pending,1,1,3
105999,Inactive,1,1,2
106000,Inactive,8,0,4
106001,Pending,9,1,2
106002,Active,2,0,1
106003,Active,5,0,1
106004,Pending,6,1,2
106005,Active,3,0,5
106006,Active,2,1,2
106007,Active,8,1,2
106008,Pending,9,1,2
106009,Active,2,1,5
106010,Inactive,6,1,3
106011,Active,7,0,3
106012,Inactive,4,0,1
106013,Active,2,1,3
106014,Active,5,1,5
106015,Active,1,1,3
106016,Pending,6,1,1
106017,Active,6,0,3
106018,Inactive,2,0,1
106019,Pending,3,0,5
106020,Active,1,1,1
106021,Pending,2,1,4
106022,Active,3,0,4
106023,Active,3,0,1
106024,Active,6,0,5
106025,Active,1,0,2
106026,Active,4,0,1
106027,Active,2,1,2
106028,Active,2,1,1
106029,Active,8,0,2
106030,Inactive,4,1,1
106031,Inactive,1,1,3
106032,Active,0,1,2
106033,Inactive,2,0,3
106034,Pending,6,1,3
106035,Active,4,1,3
106036,Active,1,0,2
106037,Active,8,1,2
106038,Pending,4,0,2
106039,Pending,7,0,3
106040,Active,2,0,1
106041,Active,9,0,1
106042,Active,3,1,4
106043,Pending,3,0,1
106044,Active,3,0,2
106045,Active,9,0,1
106046,Pending,1,1,1
106047,Active,0,0,5
106048,Active,2,1,4
106049,Active,7,1,1
106050,Pending,4,1,4
106051,Active,3,0,5
106052,Active,4,0,4
106053,Active,3,0,2
106054,Inactive,6,1,5
106055,Pending,5,1,5
106056,Inactive,5,0,3
106057,Active,3,1,1
106058,Active,3,1,2
106059,Active,2,0,2
106060,Active,4,0,3
106061,Inactive,2,1,2
106062,Active,6,0,5
106063,Pending,8,1,3
106064,Active,2,0,5
106065,Pending,7,1,4
106066,Inactive,9,1,3
106067,Active,7,1,2
106068,Inactive,0,0,1
106069,Active,1,1,3
106070,Inactive,8,1,5
106071,Inactive,7,1,2
106072,Active,5,0,4
106073,Active,3,1,5
106074,Pending,9,0,3
106075,Active,1,0,1
106076,Inactive,5,1,4
106077,Inactive,0,1,4
106078,Inactive,8,1,2
106079,Active,5,1,2
106080,Inactive,3,1,2
106081,Active,0,1,5
106082,Active,8,1,5
106083,Active,1,1,4
106084,Pending,2,0,2
106085,Inactive,8,1,2
106086,Inactive,3,0,4
106087,Active,1,0,2
106088,Inactive,1,1,4
106089,Active,5,1,3
106090,Inactive,4,1,4
106091,Active,1,0,5
106092,Active,2,1,3
106093,Active,6,0,5
106094,Inactive,7,0,1
106095,Active,1,0,3
106096,Active,5,1,3
106097,Inactive,0,0,4
106098,Active,6,0,2
106099,Active,6,1,5
106100,Inactive,2,0,1
106101,Active,8,0,4
106102,Inactive,9,1,3
106103,Active,2,0,3
106104,Pending,3,1,2
106105,Inactive,7,0,5
106106,Inactive,4,1,4
106107,Active,1,0,3
106108,Inactive,9,0,4
106109,Inactive,7,1,4
106110,Pending,7,0,2
106111,Inactive,3,0,1
106112,Active,0,0,3
106113,Pending,1,0,1
106114,Active,5,1,5
106115,Inactive,3,0,4
106116,Active,5,1,4
106117,Active,7,0,3
106118,Active,7,0,5
106119,Pending,1,1,1
106120,Inactive,4,0,2
106121,Inactive,2,0,2
106122,Active,4,1,2
106123,Inactive,4,0,2
106124,Inactive,9,1,4
106125,Active,8,1,5
106126,Active,6,1,5
106127,Active,6,0,4
106128,Active,4,0,2
106129,Active,4,0,1
106130,Inactive,6,0,5
106131,Inactive,9,0,4
106132,Pending,0,1,5
106133,Active,9,1,3
106134,Active,9,0,2
106135,Active,2,0,3
106136,Active,3,1,5
106137,Active,2,1,2
106138,Active,5,1,5
106139,Active,3,1,5
106140,Active,9,1,4
106141,Inactive,5,0,4
106142,Active,6,1,4
106143,Inactive,9,0,1
106144,Active,2,1,4
106145,Active,1,0,1
106146,Active,5,1,5
106147,Active,9,0,1
106148,Pending,2,1,5
106149,Active,5,1,2
106150,Active,3,0,1
106151,Inactive,4,0,2
106152,Pending,2,0,2
106153,Pending,8,1,3
106154,Active,2,0,2
106155,Inactive,2,0,3
106156,Active,1,1,2
106157,Active,5,1,5
106158,Active,0,0,1
106159,Pending,7,0,3
106160,Pending,3,0,1
106161,Inactive,6,1,1
106162,Inactive,3,1,1
106163,Pending,5,0,4
106164,Active,6,0,2
106165,Pending,5,1,2
106166,Active,9,1,3
106167,Active,3,0,4
106168,Active,3,0,5
106169,Pending,8,0,5
106170,Active,2,0,1
106171,Active,1,1,1
106172,Pending,5,1,2
106173,Active,6,0,2
106174,Active,3,0,2
106175,Active,5,0,5
106176,Active,5,1,2
106177,Pending,6,0,4
106178,Active,3,0,1
106179,Pending,7,1,4
106180,Active,0,0,2
106181,Active,4,1,2
106182,Pending,1,1,5
106183,Active,0,0,4
106184,Active,2,1,2
106185,Inactive,9,1,1
106186,Active,5,0,1
106187,Inactive,9,1,2
106188,Active,3,1,5
106189,Active,3,0,3
106190,Inactive,9,1,2
106191,Pending,1,1,5
106192,Active,2,1,2
106193,Active,1,0,2
106194,Pending,8,1,3
106195,Active,4,0,2
106196,Pending,0,0,1
106197,Inactive,5,0,3
106198,Active,8,0,1
106199,Active,4,1,3
106200,Inactive,4,1,5
106201,Inactive,8,0,2
106202,Pending,2,0,3
106203,Active,5,0,2
106204,Pending,7,1,4
106205,Active,4,1,1
106206,Pending,7,0,1
106207,Active,9,0,4
106208,Active,6,1,3
106209,Active,0,0,3
106210,Inactive,8,0,4
106211,Pending,0,0,3
106212,Active,7,0,2
106213,Active,7,1,2
106214,Pending,6,0,2
106215,Active,9,0,3
106216,Active,6,1,5
106217,Inactive,1,0,2
106218,Active,1,1,3
106219,Active,4,1,2
106220,Inactive,8,0,2
106221,Active,2,0,2
106222,Pending,1,1,1
106223,Active,0,1,5
106224,Inactive,3,1,2
106225,Active,9,0,4
106226,Pending,3,1,3
106227,Pending,3,1,5
106228,Inactive,9,1,1
106229,Pending,3,1,5
106230,Pending,8,0,4
106231,Active,3,1,2
106232,Inactive,8,0,2
106233,Active,5,1,4
106234,Inactive,2,0,5
106235,Active,1,0,5
106236,Inactive,0,0,1
106237,Pending,4,0,3
106238,Active,8,1,1
106239,Pending,2,1,5
106240,Active,0,0,2
106241,Pending,5,1,1
106242,Pending,5,1,5
106243,Active,8,0,4
106244,Active,1,1,2
106245,Active,5,0,1
106246,Active,5,0,5
106247,Active,8,0,2
106248,Active,0,0,4
106249,Inactive,2,0,2
106250,Inactive,1,0,4
106251,Inactive,4,0,1
106252,Active,3,1,4
106253,Inactive,8,1,5
106254,Pending,1,0,3
106255,Active,9,1,5
106256,Inactive,1,1,2
106257,Inactive,0,1,3
106258,Pending,8,0,2
106259,Pending,0,1,1
106260,Active,5,0,2
106261,Active,2,0,5
106262,Active,2,1,4
106263,Active,2,0,5
106264,Active,9,1,2
106265,Active,1,0,4
106266,Inactive,6,0,5
106267,Inactive,6,0,5
106268,Active,9,1,5
106269,Inactive,1,1,4
106270,Active,2,1,4
106271,Inactive,6,0,3
106272,Active,2,0,1
106273,Inactive,7,1,5
106274,Inactive,7,0,2
106275,Active,4,1,5
106276,Active,5,1,4
106277,Active,1,1,5
106278,Inactive,2,0,4
106279,Inactive,1,0,2
106280,Active,5,0,2
106281,Active,5,1,5
106282,Inactive,3,0,3
106283,Active,9,1,3
106284,Inactive,4,0,4
106285,Active,2,0,5
106286,Active,5,1,5
106287,Active,4,1,2
106288,Active,2,0,2
106289,Pending,0,1,3
106290,Inactive,9,1,2
106291,Inactive,2,1,3
106292,Inactive,5,1,1
106293,Active,4,1,3
106294,Active,0,1,4
106295,Pending,0,1,5
106296,Inactive,3,0,3
106297,Inactive,9,0,3
106298,Inactive,7,0,4
106299,Active,7,1,3
106300,Active,4,1,3
106301,Pending,4,1,4
106302,Active,7,1,3
106303,Active,2,1,3
106304,Active,3,1,5
106305,Pending,8,1,5
106306,Inactive,7,0,2
106307,Inactive,2,1,4
106308,Active,6,0,4
106309,Pending,6,0,2
106310,Active,5,0,5
106311,Inactive,6,0,2
106312,Inactive,6,0,5
106313,Active,9,0,2
106314,Active,3,1,4
106315,Active,3,0,1
106316,Active,9,0,2
106317,Inactive,6,1,2
106318,Active,4,1,1
106319,Active,5,1,4
106320,Inactive,5,0,3
106321,Pending,5,0,2
106322,Inactive,9,1,1
106323,Active,2,1,2
106324,Pending,3,0,4
106325,Inactive,7,1,1
106326,Active,4,0,5
106327,Pending,7,0,1
106328,Active,5,1,5
106329,Active,0,1,2
106330,Active,3,1,5
106331,Active,5,0,2
106332,Active,2,0,2
106333,Inactive,7,0,2
106334,Active,0,1,2
106335,Active,3,0,2
106336,Pending,3,0,5
106337,Pending,2,1,2
106338,Inactive,6,1,3
106339,Pending,4,0,1
106340,Inactive,2,1,4
106341,Active,5,0,3
106342,Inactive,5,0,5
106343,Active,8,1,3
106344,Active,4,1,2
106345,Active,3,1,3
106346,Active,0,1,2
106347,Pending,0,0,5
106348,Inactive,3,0,4
106349,Inactive,6,0,4
106350,Active,7,0,1
106351,Inactive,2,1,1
106352,Active,0,0,2
106353,Inactive,1,1,3
106354,Inactive,7,0,4
106355,Active,6,0,5
106356,Pending,2,0,1
106357,Pending,8,0,1
106358,Pending,6,0,5
106359,Active,9,0,3
106360,Active,7,0,2
106361,Active,5,0,4
106362,Inactive,5,0,5
106363,Active,5,1,4
106364,Active,1,0,5
106365,Active,3,1,2
106366,Pending,1,0,3
106367,Inactive,2,0,4
106368,Active,3,1,3
106369,Inactive,4,1,1
106370,Active,0,1,4
106371,Inactive,0,1,3
106372,Active,6,1,1
106373,Active,8,0,2
106374,Active,5,1,5
106375,Active,6,0,1
106376,Pending,5,0,1
106377,Active,8,0,2
106378,Pending,7,1,2
106379,Active,7,0,2
106380,Active,3,1,1
106381,Active,8,1,2
106382,Active,0,1,2
106383,Active,3,1,2
106384,Pending,1,1,3
106385,Inactive,5,1,1
106386,Inactive,3,1,2
106387,Active,8,0,4
106388,Inactive,0,1,1
106389,Active,5,1,5
106390,Active,4,1,1
106391,Active,4,1,1
106392,Inactive,9,1,3
106393,Inactive,7,1,4
106394,Pending,1,0,5
106395,Active,7,1,1
106396,Pending,1,0,2
106397,Active,2,1,2
106398,Pending,2,0,5
106399,Active,0,1,4
106400,Active,7,1,1
106401,Active,5,0,5
106402,Active,0,0,1
106403,Active,1,0,4
106404,Inactive,3,1,4
106405,Active,2,0,5
106406,Pending,8,0,5
106407,Active,7,0,3
106408,Active,9,0,1
106409,Inactive,9,0,4
106410,Active,6,0,2
106411,Active,2,0,3
106412,Active,5,0,1
106413,Pending,4,1,5
106414,Inactive,2,0,1
106415,Inactive,1,0,2
106416,Pending,5,1,4
106417,Inactive,1,0,4
106418,Inactive,6,1,4
106419,Active,4,1,4
106420,Active,2,1,4
106421,Pending,0,0,5
106422,Pending,6,1,5
106423,Active,6,1,3
106424,Pending,9,0,3
106425,Inactive,9,1,5
106426,Pending,4,1,2
106427,Pending,2,1,3
106428,Active,2,1,2
106429,Active,4,0,1
106430,Active,0,1,4
106431,Inactive,1,1,1
106432,Active,2,1,1
106433,Inactive,0,1,2
106434,Active,7,1,5
106435,Active,7,1,3
106436,Active,4,0,3
106437,Active,7,0,2
106438,Inactive,9,0,3
106439,Inactive,9,0,5
106440,Inactive,9,1,3
106441,Inactive,6,1,5
106442,Pending,2,1,3
106443,Inactive,7,0,5
106444,Inactive,6,1,5
106445,Active,4,0,5
106446,Inactive,4,0,5
106447,Inactive,9,1,1
106448,Active,9,1,4
106449,Inactive,0,1,1
106450,Pending,8,0,3
106451,Active,4,1,4
106452,Active,5,1,5
106453,Active,7,1,2
106454,Pending,3,0,3
106455,Active,0,0,2
106456,Active,2,0,5
106457,Pending,4,0,2
106458,Pending,1,1,1
106459,Active,9,1,3
106460,Pending,8,1,3
106461,Active,5,0,5
106462,Active,2,0,1
106463,Pending,6,0,4
106464,Active,0,0,1
106465,Active,3,0,3
106466,Inactive,5,0,2
106467,Pending,0,1,2
106468,Inactive,1,1,5
106469,Active,4,1,1
106470,Active,8,1,5
106471,Active,7,0,1
106472,Inactive,4,1,5
106473,Pending,7,0,2
106474,Inactive,7,0,5
106475,Active,8,0,3
106476,Inactive,9,0,1
106477,Pending,1,0,4
106478,Active,6,0,4
106479,Inactive,7,0,3
106480,Inactive,7,1,5
106481,Inactive,0,1,2
106482,Pending,5,0,2
106483,Pending,9,1,4
106484,Inactive,0,1,3
106485,Active,0,0,2
106486,Inactive,2,1,3
106487,Pending,0,0,4
106488,Inactive,5,1,1
106489,Inactive,7,0,3
106490,Active,1,0,4
106491,Inactive,9,1,1
106492,Active,1,0,1
106493,Active,3,1,4
106494,Pending,9,0,5
106495,Active,2,0,4
106496,Inactive,0,0,2
106497,Active,8,1,3
106498,Active,8,0,2
106499,Inactive,0,1,2
106500,Active,8,1,1
106501,Pending,6,0,3
106502,Inactive,7,1,5
106503,Pending,3,1,3
106504,Active,9,0,4
106505,Inactive,3,1,1
106506,Active,9,1,4
106507,Active,7,0,4
106508,Pending,8,1,4
106509,Pending,8,1,4
106510,Inactive,7,1,1
106511,Inactive,2,0,4
106512,Active,6,0,2
106513,Pending,6,0,2
106514,Inactive,5,1,2
106515,Inactive,0,0,1
106516,Inactive,1,1,2
106517,Inactive,6,0,1
106518,Active,0,0,4
106519,Active,5,0,2
106520,Pending,5,1,5
106521,Inactive,2,0,1
106522,Inactive,4,1,3
106523,Pending,7,1,3
106524,Active,3,1,2
106525,Active,5,1,3
106526,Active,7,1,2
106527,Active,9,1,3
106528,Active,5,0,4
106529,Pending,6,0,5
106530,Active,3,1,4
106531,Active,6,0,1
106532,Inactive,2,0,2
106533,Inactive,6,0,1
106534,Inactive,6,1,5
106535,Inactive,3,1,3
106536,Pending,3,1,2
106537,Pending,9,0,4
106538,Active,1,0,4
106539,Inactive,9,1,2
106540,Pending,4,1,5
106541,Active,5,0,3
106542,Pending,4,1,1
106543,Active,9,1,2
106544,Active,4,0,2
106545,Inactive,4,1,4
106546,Active,2,0,4
106547,Active,5,1,4
106548,Pending,3,0,3
106549,Active,2,0,4
106550,Pending,6,0,3
106551,Inactive,0,0,1
106552,Active,2,0,4
106553,Active,0,0,3
106554,Pending,1,1,1
106555,Active,6,1,2
106556,Active,5,0,2
106557,Active,1,1,4
106558,Active,3,0,5
106559,Pending,5,1,4
106560,Active,9,1,4
106561,Pending,6,1,2
106562,Active,7,0,4
106563,Active,8,0,2
106564,Inactive,1,0,4
106565,Active,0,0,5
106566,Active,7,1,3
106567,Inactive,3,1,1
106568,Active,0,0,4
106569,Inactive,1,1,1
106570,Inactive,4,1,4
106571,Pending,5,1,4
106572,Active,2,1,1
106573,Pending,6,1,1
106574,Active,9,0,4
106575,Inactive,1,1,2
106576,Active,6,1,1
106577,Inactive,8,1,5
106578,Active,1,0,3
106579,Pending,9,0,5
106580,Active,9,1,2
106581,Inactive,7,0,1
106582,Active,5,0,3
106583,Active,6,1,1
106584,Inactive,6,1,3
106585,Pending,9,1,3
106586,Pending,8,0,2
106587,Active,8,0,4
106588,Active,9,0,1
106589,Inactive,6,1,4
106590,Active,0,1,3
106591,Pending,0,1,1
106592,Pending,7,0,3
106593,Active,2,0,4
106594,Pending,7,1,4
106595,Pending,1,0,2
106596,Inactive,4,1,5
106597,Inactive,5,1,5
106598,Inactive,6,1,2
106599,Inactive,0,1,1
106600,Active,0,0,3
106601,Active,9,1,3
106602,Pending,7,0,4
106603,Inactive,3,0,3
106604,Inactive,7,1,1
106605,Pending,1,1,3
106606,Inactive,4,0,2
106607,Active,6,0,3
106608,Active,2,1,5
106609,Active,5,1,4
106610,Pending,5,1,1
106611,Active,0,0,3
106612,Inactive,6,1,1
106613,Pending,5,1,4
106614,Inactive,2,1,2
106615,Active,2,1,5
106616,Active,1,0,5
106617,Inactive,8,0,4
106618,Pending,4,0,4
106619,Active,7,0,2
106620,Inactive,7,1,4
106621,Inactive,8,0,4
106622,Inactive,2,0,3
106623,Active,8,1,2
106624,Pending,4,0,4
106625,Active,5,1,1
106626,Active,0,1,3
